year,local_day,LOCAL_HOUR_END,tot_solar_mwh,_FREQ_,,
2013,5-Jan-13,23,,,,
2013,5-Jan-13,24,,,,
2013,6-Jan-13,01,,,,
2013,6-Jan-13,02,,,,
2013,6-Jan-13,03,,,,
2013,6-Jan-13,04,,,,
2013,6-Jan-13,05,,,,
2013,6-Jan-13,06,,,,
2013,6-Jan-13,07,,,,
2013,6-Jan-13,08,0.022,6,,
2013,6-Jan-13,09,1.684,55,,
2013,6-Jan-13,10,11.714,78,,
2013,6-Jan-13,11,23.988,91,,
2013,6-Jan-13,12,28.045,98,,
2013,6-Jan-13,13,28.184,102,,
2013,6-Jan-13,14,24.977,97,,
2013,6-Jan-13,15,14.579,87,,
2013,6-Jan-13,16,4.464,69,,
2013,6-Jan-13,17,0.113,29,,
2013,6-Jan-13,18,,,,
2013,6-Jan-13,19,,,,
2013,6-Jan-13,20,,,,
2013,6-Jan-13,21,,,,
2013,6-Jan-13,22,,,,
2013,6-Jan-13,23,,,,
2013,6-Jan-13,24,,,,
2013,7-Jan-13,01,,,,
2013,7-Jan-13,02,,,,
2013,7-Jan-13,03,,,,
2013,7-Jan-13,04,,,,
2013,7-Jan-13,05,,,,
2013,7-Jan-13,06,,,,
2013,7-Jan-13,07,,,,
2013,7-Jan-13,08,0.686,46,,
2013,7-Jan-13,09,7.937,66,,
2013,7-Jan-13,10,20.688,79,,
2013,7-Jan-13,11,29.551,89,,
2013,7-Jan-13,12,31.536,91,,
2013,7-Jan-13,13,30.555,91,,
2013,7-Jan-13,14,29.904,90,,
2013,7-Jan-13,15,18.153,84,,
2013,7-Jan-13,16,5.48,68,,
2013,7-Jan-13,17,0.17,34,,
2013,7-Jan-13,18,,,,
2013,7-Jan-13,19,,,,
2013,7-Jan-13,20,,,,
2013,7-Jan-13,21,,,,
2013,7-Jan-13,22,,,,
2013,7-Jan-13,23,,,,
2013,7-Jan-13,24,,,,
2013,8-Jan-13,01,,,,
2013,8-Jan-13,02,,,,
2013,8-Jan-13,03,,,,
2013,8-Jan-13,04,,,,
2013,8-Jan-13,05,,,,
2013,8-Jan-13,06,,,,
2013,8-Jan-13,07,,,,
2013,8-Jan-13,08,0.708,51,,
2013,8-Jan-13,09,8.722,72,,
2013,8-Jan-13,10,22.916,83,,
2013,8-Jan-13,11,32.776,91,,
2013,8-Jan-13,12,36.424,92,,
2013,8-Jan-13,13,30.309,92,,
2013,8-Jan-13,14,20.468,83,,
2013,8-Jan-13,15,12.276,76,,
2013,8-Jan-13,16,5.074,67,,
2013,8-Jan-13,17,0.145,29,,
2013,8-Jan-13,18,,,,
2013,8-Jan-13,19,,,,
2013,8-Jan-13,20,,,,
2013,8-Jan-13,21,,,,
2013,8-Jan-13,22,,,,
2013,8-Jan-13,23,,,,
2013,8-Jan-13,24,,,,
2013,9-Jan-13,01,,,,
2013,9-Jan-13,02,,,,
2013,9-Jan-13,03,,,,
2013,9-Jan-13,04,,,,
2013,9-Jan-13,05,,,,
2013,9-Jan-13,06,,,,
2013,9-Jan-13,07,,,,
2013,9-Jan-13,08,0.782,58,,
2013,9-Jan-13,09,6.504,72,,
2013,9-Jan-13,10,12.097,75,,
2013,9-Jan-13,11,14.86,80,,
2013,9-Jan-13,12,15.23,82,,
2013,9-Jan-13,13,11.412,76,,
2013,9-Jan-13,14,9.573,75,,
2013,9-Jan-13,15,4.236,70,,
2013,9-Jan-13,16,0.515,49,,
2013,9-Jan-13,17,,,,
2013,9-Jan-13,18,,,,
2013,9-Jan-13,19,,,,
2013,9-Jan-13,20,,,,
2013,9-Jan-13,21,,,,
2013,9-Jan-13,22,,,,
2013,9-Jan-13,23,,,,
2013,9-Jan-13,24,,,,
2013,10-Jan-13,01,,,,
2013,10-Jan-13,02,,,,
2013,10-Jan-13,03,,,,
2013,10-Jan-13,04,,,,
2013,10-Jan-13,05,,,,
2013,10-Jan-13,06,,,,
2013,10-Jan-13,07,,,,
2013,10-Jan-13,08,0.681,51,,
2013,10-Jan-13,09,9.128,74,,
2013,10-Jan-13,10,24.651,88,,
2013,10-Jan-13,11,35.367,98,,
2013,10-Jan-13,12,39.361,99,,
2013,10-Jan-13,13,39.465,99,,
2013,10-Jan-13,14,33.869,99,,
2013,10-Jan-13,15,20.43,92,,
2013,10-Jan-13,16,5.69,72,,
2013,10-Jan-13,17,0.216,33,,
2013,10-Jan-13,18,,,,
2013,10-Jan-13,19,,,,
2013,10-Jan-13,20,,,,
2013,10-Jan-13,21,,,,
2013,10-Jan-13,22,,,,
2013,10-Jan-13,23,,,,
2013,10-Jan-13,24,,,,
2013,11-Jan-13,01,,,,
2013,11-Jan-13,02,,,,
2013,11-Jan-13,03,,,,
2013,11-Jan-13,04,,,,
2013,11-Jan-13,05,,,,
2013,11-Jan-13,06,,,,
2013,11-Jan-13,07,,,,
2013,11-Jan-13,08,0.533,57,,
2013,11-Jan-13,09,5.377,73,,
2013,11-Jan-13,10,12.52,83,,
2013,11-Jan-13,11,14.178,83,,
2013,11-Jan-13,12,10.119,77,,
2013,11-Jan-13,13,6.953,76,,
2013,11-Jan-13,14,4.54,70,,
2013,11-Jan-13,15,2.374,68,,
2013,11-Jan-13,16,0.921,64,,
2013,11-Jan-13,17,0.046,11,,
2013,11-Jan-13,18,,,,
2013,11-Jan-13,19,,,,
2013,11-Jan-13,20,,,,
2013,11-Jan-13,21,,,,
2013,11-Jan-13,22,,,,
2013,11-Jan-13,23,,,,
2013,11-Jan-13,24,,,,
2013,12-Jan-13,01,,,,
2013,12-Jan-13,02,,,,
2013,12-Jan-13,03,,,,
2013,12-Jan-13,04,,,,
2013,12-Jan-13,05,,,,
2013,12-Jan-13,06,,,,
2013,12-Jan-13,07,,,,
2013,12-Jan-13,08,0.125,18,,
2013,12-Jan-13,09,2.064,68,,
2013,12-Jan-13,10,4.891,80,,
2013,12-Jan-13,11,6.59299999999999,83,,
2013,12-Jan-13,12,7.886,86,,
2013,12-Jan-13,13,7.608,89,,
2013,12-Jan-13,14,6.223,83,,
2013,12-Jan-13,15,4.169,79,,
2013,12-Jan-13,16,2.043,67,,
2013,12-Jan-13,17,0.06,22,,
2013,12-Jan-13,18,,,,
2013,12-Jan-13,19,,,,
2013,12-Jan-13,20,,,,
2013,12-Jan-13,21,,,,
2013,12-Jan-13,22,,,,
2013,12-Jan-13,23,,,,
2013,12-Jan-13,24,,,,
2013,13-Jan-13,01,,,,
2013,13-Jan-13,02,,,,
2013,13-Jan-13,03,,,,
2013,13-Jan-13,04,,,,
2013,13-Jan-13,05,,,,
2013,13-Jan-13,06,,,,
2013,13-Jan-13,07,,,,
2013,13-Jan-13,08,0.203,34,,
2013,13-Jan-13,09,2.369,75,,
2013,13-Jan-13,10,5.202,88,,
2013,13-Jan-13,11,6.893,94,,
2013,13-Jan-13,12,7.941,99,,
2013,13-Jan-13,13,7.898,97,,
2013,13-Jan-13,14,5.99,92,,
2013,13-Jan-13,15,4.164,86,,
2013,13-Jan-13,16,1.446,69,,
2013,13-Jan-13,17,0.036,11,,
2013,13-Jan-13,18,,,,
2013,13-Jan-13,19,,,,
2013,13-Jan-13,20,,,,
2013,13-Jan-13,21,,,,
2013,13-Jan-13,22,,,,
2013,13-Jan-13,23,,,,
2013,13-Jan-13,24,,,,
2013,14-Jan-13,01,,,,
2013,14-Jan-13,02,,,,
2013,14-Jan-13,03,,,,
2013,14-Jan-13,04,,,,
2013,14-Jan-13,05,,,,
2013,14-Jan-13,06,,,,
2013,14-Jan-13,07,,,,
2013,14-Jan-13,08,0.078,10,,
2013,14-Jan-13,09,1.008,62,,
2013,14-Jan-13,10,3.479,74,,
2013,14-Jan-13,11,9.407,82,,
2013,14-Jan-13,12,20.227,101,,
2013,14-Jan-13,13,31.634,115,,
2013,14-Jan-13,14,31.725,112,,
2013,14-Jan-13,15,19.089,101,,
2013,14-Jan-13,16,3.941,74,,
2013,14-Jan-13,17,0.215,40,,
2013,14-Jan-13,18,,,,
2013,14-Jan-13,19,,,,
2013,14-Jan-13,20,,,,
2013,14-Jan-13,21,,,,
2013,14-Jan-13,22,,,,
2013,14-Jan-13,23,,,,
2013,14-Jan-13,24,,,,
2013,15-Jan-13,01,,,,
2013,15-Jan-13,02,,,,
2013,15-Jan-13,03,,,,
2013,15-Jan-13,04,,,,
2013,15-Jan-13,05,,,,
2013,15-Jan-13,06,,,,
2013,15-Jan-13,07,,,,
2013,15-Jan-13,08,0.201,42,,
2013,15-Jan-13,09,5.739,79,,
2013,15-Jan-13,10,14.296,95,,
2013,15-Jan-13,11,17.201,97,,
2013,15-Jan-13,12,15.396,94,,
2013,15-Jan-13,13,12.261,89,,
2013,15-Jan-13,14,9.565,85,,
2013,15-Jan-13,15,7.873,78,,
2013,15-Jan-13,16,3.592,72,,
2013,15-Jan-13,17,0.258,53,,
2013,15-Jan-13,18,,,,
2013,15-Jan-13,19,,,,
2013,15-Jan-13,20,,,,
2013,15-Jan-13,21,,,,
2013,15-Jan-13,22,,,,
2013,15-Jan-13,23,,,,
2013,15-Jan-13,24,,,,
2013,16-Jan-13,01,,,,
2013,16-Jan-13,02,,,,
2013,16-Jan-13,03,,,,
2013,16-Jan-13,04,,,,
2013,16-Jan-13,05,,,,
2013,16-Jan-13,06,,,,
2013,16-Jan-13,07,,,,
2013,16-Jan-13,08,,,,
2013,16-Jan-13,09,0.044,6,,
2013,16-Jan-13,10,0.115,6,,
2013,16-Jan-13,11,0.178,10,,
2013,16-Jan-13,12,0.293,13,,
2013,16-Jan-13,13,0.32,15,,
2013,16-Jan-13,14,0.343,17,,
2013,16-Jan-13,15,0.178,15,,
2013,16-Jan-13,16,0.018,5,,
2013,16-Jan-13,17,,,,
2013,16-Jan-13,18,,,,
2013,16-Jan-13,19,,,,
2013,16-Jan-13,20,,,,
2013,16-Jan-13,21,,,,
2013,16-Jan-13,22,,,,
2013,16-Jan-13,23,,,,
2013,16-Jan-13,24,,,,
2013,17-Jan-13,01,,,,
2013,17-Jan-13,02,,,,
2013,17-Jan-13,03,,,,
2013,17-Jan-13,04,,,,
2013,17-Jan-13,05,,,,
2013,17-Jan-13,06,,,,
2013,17-Jan-13,07,,,,
2013,17-Jan-13,08,0.379,15,,
2013,17-Jan-13,09,3.338,48,,
2013,17-Jan-13,10,8.359,69,,
2013,17-Jan-13,11,13.146,76,,
2013,17-Jan-13,12,18.76,81,,
2013,17-Jan-13,13,20.135,81,,
2013,17-Jan-13,14,16.209,81,,
2013,17-Jan-13,15,9.035,76,,
2013,17-Jan-13,16,3.406,68,,
2013,17-Jan-13,17,0.267,39,,
2013,17-Jan-13,18,,,,
2013,17-Jan-13,19,,,,
2013,17-Jan-13,20,,,,
2013,17-Jan-13,21,,,,
2013,17-Jan-13,22,,,,
2013,17-Jan-13,23,,,,
2013,17-Jan-13,24,,,,
2013,18-Jan-13,01,,,,
2013,18-Jan-13,02,,,,
2013,18-Jan-13,03,,,,
2013,18-Jan-13,04,,,,
2013,18-Jan-13,05,,,,
2013,18-Jan-13,06,,,,
2013,18-Jan-13,07,,,,
2013,18-Jan-13,08,0.513,47,,
2013,18-Jan-13,09,8.316,75,,
2013,18-Jan-13,10,22.774,88,,
2013,18-Jan-13,11,34.804,93,,
2013,18-Jan-13,12,38.75,98,,
2013,18-Jan-13,13,38.203,99,,
2013,18-Jan-13,14,34.226,94,,
2013,18-Jan-13,15,23.839,88,,
2013,18-Jan-13,16,7.983,73,,
2013,18-Jan-13,17,0.513,40,,
2013,18-Jan-13,18,,,,
2013,18-Jan-13,19,,,,
2013,18-Jan-13,20,,,,
2013,18-Jan-13,21,,,,
2013,18-Jan-13,22,,,,
2013,18-Jan-13,23,,,,
2013,18-Jan-13,24,,,,
2013,19-Jan-13,01,,,,
2013,19-Jan-13,02,,,,
2013,19-Jan-13,03,,,,
2013,19-Jan-13,04,,,,
2013,19-Jan-13,05,,,,
2013,19-Jan-13,06,,,,
2013,19-Jan-13,07,,,,
2013,19-Jan-13,08,0.835,53,,
2013,19-Jan-13,09,6.174,80,,
2013,19-Jan-13,10,13.376,87,,
2013,19-Jan-13,11,22.241,93,,
2013,19-Jan-13,12,30.336,108,,
2013,19-Jan-13,13,32.595,115,,
2013,19-Jan-13,14,33.006,124,,
2013,19-Jan-13,15,22.733,120,,
2013,19-Jan-13,16,8.686,91,,
2013,19-Jan-13,17,0.753,63,,
2013,19-Jan-13,18,,,,
2013,19-Jan-13,19,,,,
2013,19-Jan-13,20,,,,
2013,19-Jan-13,21,,,,
2013,19-Jan-13,22,,,,
2013,19-Jan-13,23,,,,
2013,19-Jan-13,24,,,,
2013,20-Jan-13,01,,,,
2013,20-Jan-13,02,,,,
2013,20-Jan-13,03,,,,
2013,20-Jan-13,04,,,,
2013,20-Jan-13,05,,,,
2013,20-Jan-13,06,,,,
2013,20-Jan-13,07,,,,
2013,20-Jan-13,08,1.147,66,,
2013,20-Jan-13,09,11.617,100,,
2013,20-Jan-13,10,27.31,134,,
2013,20-Jan-13,11,38.216,144,,
2013,20-Jan-13,12,36.453,143,,
2013,20-Jan-13,13,24.172,117,,
2013,20-Jan-13,14,19.51,103,,
2013,20-Jan-13,15,17.31,113,,
2013,20-Jan-13,16,7.91399999999999,95,,
2013,20-Jan-13,17,0.733,55,,
2013,20-Jan-13,18,,,,
2013,20-Jan-13,19,,,,
2013,20-Jan-13,20,,,,
2013,20-Jan-13,21,,,,
2013,20-Jan-13,22,,,,
2013,20-Jan-13,23,,,,
2013,20-Jan-13,24,,,,
2013,21-Jan-13,01,,,,
2013,21-Jan-13,02,,,,
2013,21-Jan-13,03,,,,
2013,21-Jan-13,04,,,,
2013,21-Jan-13,05,,,,
2013,21-Jan-13,06,,,,
2013,21-Jan-13,07,,,,
2013,21-Jan-13,08,1.025,64,,
2013,21-Jan-13,09,8.32,80,,
2013,21-Jan-13,10,17.283,94,,
2013,21-Jan-13,11,23.139,106,,
2013,21-Jan-13,12,22.94,108,,
2013,21-Jan-13,13,23.017,105,,
2013,21-Jan-13,14,14.206,91,,
2013,21-Jan-13,15,6.963,80,,
2013,21-Jan-13,16,2.96,71,,
2013,21-Jan-13,17,0.141,41,,
2013,21-Jan-13,18,,,,
2013,21-Jan-13,19,,,,
2013,21-Jan-13,20,,,,
2013,21-Jan-13,21,,,,
2013,21-Jan-13,22,,,,
2013,21-Jan-13,23,,,,
2013,21-Jan-13,24,,,,
2013,22-Jan-13,01,,,,
2013,22-Jan-13,02,,,,
2013,22-Jan-13,03,,,,
2013,22-Jan-13,04,,,,
2013,22-Jan-13,05,,,,
2013,22-Jan-13,06,,,,
2013,22-Jan-13,07,,,,
2013,22-Jan-13,08,0.031,10,,
2013,22-Jan-13,09,1.885,57,,
2013,22-Jan-13,10,6.44,75,,
2013,22-Jan-13,11,13.439,83,,
2013,22-Jan-13,12,19.651,89,,
2013,22-Jan-13,13,22.881,95,,
2013,22-Jan-13,14,20.916,95,,
2013,22-Jan-13,15,15.089,88,,
2013,22-Jan-13,16,6.269,75,,
2013,22-Jan-13,17,0.501,44,,
2013,22-Jan-13,18,,,,
2013,22-Jan-13,19,,,,
2013,22-Jan-13,20,,,,
2013,22-Jan-13,21,,,,
2013,22-Jan-13,22,,,,
2013,22-Jan-13,23,,,,
2013,22-Jan-13,24,,,,
2013,23-Jan-13,01,,,,
2013,23-Jan-13,02,,,,
2013,23-Jan-13,03,,,,
2013,23-Jan-13,04,,,,
2013,23-Jan-13,05,,,,
2013,23-Jan-13,06,,,,
2013,23-Jan-13,07,,,,
2013,23-Jan-13,08,0.606,44,,
2013,23-Jan-13,09,8.664,78,,
2013,23-Jan-13,10,20.337,97,,
2013,23-Jan-13,11,27.59,107,,
2013,23-Jan-13,12,31.597,109,,
2013,23-Jan-13,13,32.132,108,,
2013,23-Jan-13,14,29.707,107,,
2013,23-Jan-13,15,22.127,99,,
2013,23-Jan-13,16,8.66499999999999,80,,
2013,23-Jan-13,17,0.841,55,,
2013,23-Jan-13,18,,,,
2013,23-Jan-13,19,,,,
2013,23-Jan-13,20,,,,
2013,23-Jan-13,21,,,,
2013,23-Jan-13,22,,,,
2013,23-Jan-13,23,,,,
2013,23-Jan-13,24,,,,
2013,24-Jan-13,01,,,,
2013,24-Jan-13,02,,,,
2013,24-Jan-13,03,,,,
2013,24-Jan-13,04,,,,
2013,24-Jan-13,05,,,,
2013,24-Jan-13,06,,,,
2013,24-Jan-13,07,,,,
2013,24-Jan-13,08,1.011,59,,
2013,24-Jan-13,09,11.253,80,,
2013,24-Jan-13,10,25.504,103,,
2013,24-Jan-13,11,35.543,116,,
2013,24-Jan-13,12,41.165,121,,
2013,24-Jan-13,13,43.016,121,,
2013,24-Jan-13,14,39.105,117,,
2013,24-Jan-13,15,27.5,106,,
2013,24-Jan-13,16,11.173,83,,
2013,24-Jan-13,17,1.263,66,,
2013,24-Jan-13,18,,,,
2013,24-Jan-13,19,,,,
2013,24-Jan-13,20,,,,
2013,24-Jan-13,21,,,,
2013,24-Jan-13,22,,,,
2013,24-Jan-13,23,,,,
2013,24-Jan-13,24,,,,
2013,25-Jan-13,01,,,,
2013,25-Jan-13,02,,,,
2013,25-Jan-13,03,,,,
2013,25-Jan-13,04,,,,
2013,25-Jan-13,05,,,,
2013,25-Jan-13,06,,,,
2013,25-Jan-13,07,,,,
2013,25-Jan-13,08,1.774,69,,
2013,25-Jan-13,09,10.176,82,,
2013,25-Jan-13,10,23.264,105,,
2013,25-Jan-13,11,33.089,113,,
2013,25-Jan-13,12,37.85,121,,
2013,25-Jan-13,13,33.433,119,,
2013,25-Jan-13,14,27.309,111,,
2013,25-Jan-13,15,17.663,103,,
2013,25-Jan-13,16,6.003,80,,
2013,25-Jan-13,17,0.683,67,,
2013,25-Jan-13,18,,,,
2013,25-Jan-13,19,,,,
2013,25-Jan-13,20,,,,
2013,25-Jan-13,21,,,,
2013,25-Jan-13,22,,,,
2013,25-Jan-13,23,,,,
2013,25-Jan-13,24,,,,
2013,26-Jan-13,01,,,,
2013,26-Jan-13,02,,,,
2013,26-Jan-13,03,,,,
2013,26-Jan-13,04,,,,
2013,26-Jan-13,05,,,,
2013,26-Jan-13,06,,,,
2013,26-Jan-13,07,,,,
2013,26-Jan-13,08,0.381,30,,
2013,26-Jan-13,09,5.135,76,,
2013,26-Jan-13,10,14.828,100,,
2013,26-Jan-13,11,25.163,112,,
2013,26-Jan-13,12,34.954,123,,
2013,26-Jan-13,13,39.43,132,,
2013,26-Jan-13,14,37.112,132,,
2013,26-Jan-13,15,27.5,121,,
2013,26-Jan-13,16,11.378,95,,
2013,26-Jan-13,17,1.263,64,,
2013,26-Jan-13,18,,,,
2013,26-Jan-13,19,,,,
2013,26-Jan-13,20,,,,
2013,26-Jan-13,21,,,,
2013,26-Jan-13,22,,,,
2013,26-Jan-13,23,,,,
2013,26-Jan-13,24,,,,
2013,27-Jan-13,01,,,,
2013,27-Jan-13,02,,,,
2013,27-Jan-13,03,,,,
2013,27-Jan-13,04,,,,
2013,27-Jan-13,05,,,,
2013,27-Jan-13,06,,,,
2013,27-Jan-13,07,,,,
2013,27-Jan-13,08,1.479,69,,
2013,27-Jan-13,09,13.79,104,,
2013,27-Jan-13,10,30.995,132,,
2013,27-Jan-13,11,41.511,139,,
2013,27-Jan-13,12,46.993,146,,
2013,27-Jan-13,13,49.828,148,,
2013,27-Jan-13,14,46.036,147,,
2013,27-Jan-13,15,34.876,135,,
2013,27-Jan-13,16,14.254,103,,
2013,27-Jan-13,17,1.501,71,,
2013,27-Jan-13,18,,,,
2013,27-Jan-13,19,,,,
2013,27-Jan-13,20,,,,
2013,27-Jan-13,21,,,,
2013,27-Jan-13,22,,,,
2013,27-Jan-13,23,,,,
2013,27-Jan-13,24,,,,
2013,28-Jan-13,01,,,,
2013,28-Jan-13,02,,,,
2013,28-Jan-13,03,,,,
2013,28-Jan-13,04,,,,
2013,28-Jan-13,05,,,,
2013,28-Jan-13,06,,,,
2013,28-Jan-13,07,,,,
2013,28-Jan-13,08,1.285,69,,
2013,28-Jan-13,09,6.984,79,,
2013,28-Jan-13,10,11.784,84,,
2013,28-Jan-13,11,11.275,82,,
2013,28-Jan-13,12,10.483,83,,
2013,28-Jan-13,13,8.903,81,,
2013,28-Jan-13,14,5.812,76,,
2013,28-Jan-13,15,3.081,68,,
2013,28-Jan-13,16,0.593,37,,
2013,28-Jan-13,17,0.006,4,,
2013,28-Jan-13,18,,,,
2013,28-Jan-13,19,,,,
2013,28-Jan-13,20,,,,
2013,28-Jan-13,21,,,,
2013,28-Jan-13,22,,,,
2013,28-Jan-13,23,,,,
2013,28-Jan-13,24,,,,
2013,29-Jan-13,01,,,,
2013,29-Jan-13,02,,,,
2013,29-Jan-13,03,,,,
2013,29-Jan-13,04,,,,
2013,29-Jan-13,05,,,,
2013,29-Jan-13,06,,,,
2013,29-Jan-13,07,,,,
2013,29-Jan-13,08,0.007,6,,
2013,29-Jan-13,09,0.263,24,,
2013,29-Jan-13,10,1.158,49,,
2013,29-Jan-13,11,2.526,63,,
2013,29-Jan-13,12,4.261,69,,
2013,29-Jan-13,13,5.809,72,,
2013,29-Jan-13,14,5.183,71,,
2013,29-Jan-13,15,3.432,66,,
2013,29-Jan-13,16,1.748,54,,
2013,29-Jan-13,17,0.222,32,,
2013,29-Jan-13,18,,,,
2013,29-Jan-13,19,,,,
2013,29-Jan-13,20,,,,
2013,29-Jan-13,21,,,,
2013,29-Jan-13,22,,,,
2013,29-Jan-13,23,,,,
2013,29-Jan-13,24,,,,
2013,30-Jan-13,01,,,,
2013,30-Jan-13,02,,,,
2013,30-Jan-13,03,,,,
2013,30-Jan-13,04,,,,
2013,30-Jan-13,05,,,,
2013,30-Jan-13,06,,,,
2013,30-Jan-13,07,,,,
2013,30-Jan-13,08,0.191,34,,
2013,30-Jan-13,09,1.727,59,,
2013,30-Jan-13,10,4.432,72,,
2013,30-Jan-13,11,4.995,73,,
2013,30-Jan-13,12,5.546,75,,
2013,30-Jan-13,13,6.549,76,,
2013,30-Jan-13,14,5.776,76,,
2013,30-Jan-13,15,3.595,75,,
2013,30-Jan-13,16,1.806,66,,
2013,30-Jan-13,17,0.218,34,,
2013,30-Jan-13,18,,,,
2013,30-Jan-13,19,,,,
2013,30-Jan-13,20,,,,
2013,30-Jan-13,21,,,,
2013,30-Jan-13,22,,,,
2013,30-Jan-13,23,,,,
2013,30-Jan-13,24,,,,
2013,31-Jan-13,01,,,,
2013,31-Jan-13,02,,,,
2013,31-Jan-13,03,,,,
2013,31-Jan-13,04,,,,
2013,31-Jan-13,05,,,,
2013,31-Jan-13,06,,,,
2013,31-Jan-13,07,,,,
2013,31-Jan-13,08,0.03,11,,
2013,31-Jan-13,09,0.968,62,,
2013,31-Jan-13,10,4.44,69,,
2013,31-Jan-13,11,17.39,101,,
2013,31-Jan-13,12,21.991,112,,
2013,31-Jan-13,13,28.572,112,,
2013,31-Jan-13,14,26.422,105,,
2013,31-Jan-13,15,21.404,103,,
2013,31-Jan-13,16,8.233,80,,
2013,31-Jan-13,17,1.09,64,,
2013,31-Jan-13,18,,,,
2013,31-Jan-13,19,,,,
2013,31-Jan-13,20,,,,
2013,31-Jan-13,21,,,,
2013,31-Jan-13,22,,,,
2013,31-Jan-13,23,,,,
2013,31-Jan-13,24,,,,
2013,1-Feb-13,01,,,,
2013,1-Feb-13,02,,,,
2013,1-Feb-13,03,,,,
2013,1-Feb-13,04,,,,
2013,1-Feb-13,05,,,,
2013,1-Feb-13,06,,,,
2013,1-Feb-13,07,,,,
2013,1-Feb-13,08,1.431,66,,
2013,1-Feb-13,09,10.89,83,,
2013,1-Feb-13,10,24.754,110,,
2013,1-Feb-13,11,31.547,118,,
2013,1-Feb-13,12,37.517,123,,
2013,1-Feb-13,13,34.51,118,,
2013,1-Feb-13,14,22.879,111,,
2013,1-Feb-13,15,15.324,90,,
2013,1-Feb-13,16,7.117,81,,
2013,1-Feb-13,17,1.382,68,,
2013,1-Feb-13,18,,,,
2013,1-Feb-13,19,,,,
2013,1-Feb-13,20,,,,
2013,1-Feb-13,21,,,,
2013,1-Feb-13,22,,,,
2013,1-Feb-13,23,,,,
2013,1-Feb-13,24,,,,
2013,2-Feb-13,01,,,,
2013,2-Feb-13,02,,,,
2013,2-Feb-13,03,,,,
2013,2-Feb-13,04,,,,
2013,2-Feb-13,05,,,,
2013,2-Feb-13,06,,,,
2013,2-Feb-13,07,,,,
2013,2-Feb-13,08,2.323,72,,
2013,2-Feb-13,09,16.573,103,,
2013,2-Feb-13,10,32.52,133,,
2013,2-Feb-13,11,41.979,146,,
2013,2-Feb-13,12,46.199,146,,
2013,2-Feb-13,13,43.69,146,,
2013,2-Feb-13,14,34.855,142,,
2013,2-Feb-13,15,17.573,117,,
2013,2-Feb-13,16,6.742,93,,
2013,2-Feb-13,17,1.278,70,,
2013,2-Feb-13,18,,,,
2013,2-Feb-13,19,,,,
2013,2-Feb-13,20,,,,
2013,2-Feb-13,21,,,,
2013,2-Feb-13,22,,,,
2013,2-Feb-13,23,,,,
2013,2-Feb-13,24,,,,
2013,3-Feb-13,01,,,,
2013,3-Feb-13,02,,,,
2013,3-Feb-13,03,,,,
2013,3-Feb-13,04,,,,
2013,3-Feb-13,05,,,,
2013,3-Feb-13,06,,,,
2013,3-Feb-13,07,,,,
2013,3-Feb-13,08,0.566,56,,
2013,3-Feb-13,09,3.478,84,,
2013,3-Feb-13,10,7.857,94,,
2013,3-Feb-13,11,18.703,107,,
2013,3-Feb-13,12,21.999,111,,
2013,3-Feb-13,13,19.242,115,,
2013,3-Feb-13,14,13.402,111,,
2013,3-Feb-13,15,10.591,104,,
2013,3-Feb-13,16,5.299,82,,
2013,3-Feb-13,17,0.983,57,,
2013,3-Feb-13,18,,,,
2013,3-Feb-13,19,,,,
2013,3-Feb-13,20,,,,
2013,3-Feb-13,21,,,,
2013,3-Feb-13,22,,,,
2013,3-Feb-13,23,,,,
2013,3-Feb-13,24,,,,
2013,4-Feb-13,01,,,,
2013,4-Feb-13,02,,,,
2013,4-Feb-13,03,,,,
2013,4-Feb-13,04,,,,
2013,4-Feb-13,05,,,,
2013,4-Feb-13,06,,,,
2013,4-Feb-13,07,,,,
2013,4-Feb-13,08,1.365,62,,
2013,4-Feb-13,09,10.161,74,,
2013,4-Feb-13,10,25.573,103,,
2013,4-Feb-13,11,35.063,112,,
2013,4-Feb-13,12,30.566,115,,
2013,4-Feb-13,13,30.318,118,,
2013,4-Feb-13,14,29.291,104,,
2013,4-Feb-13,15,23.17,99,,
2013,4-Feb-13,16,12.182,82,,
2013,4-Feb-13,17,2.426,69,,
2013,4-Feb-13,18,,,,
2013,4-Feb-13,19,,,,
2013,4-Feb-13,20,,,,
2013,4-Feb-13,21,,,,
2013,4-Feb-13,22,,,,
2013,4-Feb-13,23,,,,
2013,4-Feb-13,24,,,,
2013,5-Feb-13,01,,,,
2013,5-Feb-13,02,,,,
2013,5-Feb-13,03,,,,
2013,5-Feb-13,04,,,,
2013,5-Feb-13,05,,,,
2013,5-Feb-13,06,,,,
2013,5-Feb-13,07,,,,
2013,5-Feb-13,08,0.559,63,,
2013,5-Feb-13,09,3.776,71,,
2013,5-Feb-13,10,9.211,87,,
2013,5-Feb-13,11,15.068,95,,
2013,5-Feb-13,12,16.437,103,,
2013,5-Feb-13,13,13.467,98,,
2013,5-Feb-13,14,12.576,96,,
2013,5-Feb-13,15,14.445,93,,
2013,5-Feb-13,16,8.734,82,,
2013,5-Feb-13,17,0.854000000000001,66,,
2013,5-Feb-13,18,,,,
2013,5-Feb-13,19,,,,
2013,5-Feb-13,20,,,,
2013,5-Feb-13,21,,,,
2013,5-Feb-13,22,,,,
2013,5-Feb-13,23,,,,
2013,5-Feb-13,24,,,,
2013,6-Feb-13,01,,,,
2013,6-Feb-13,02,,,,
