year,LOCAL_DAY,LOCAL_HOUR_END,METERED_MW,_FREQ_
2012,4/1/12,23,18.494,
2012,4/1/12,24,16.408,
2012,4/2/12,01,25.745,
2012,4/2/12,02,30.349,
2012,4/2/12,03,34.796,
2012,4/2/12,04,48.607,
2012,4/2/12,05,76.896,
2012,4/2/12,06,98.699,
2012,4/2/12,07,101.083,
2012,4/2/12,08,98.033,
2012,4/2/12,09,96.273,
2012,4/2/12,10,101.61,
2012,4/2/12,11,142.869,
2012,4/2/12,12,170.126,
2012,4/2/12,13,183.232,
2012,4/2/12,14,212.414,
2012,4/2/12,15,262.387,
2012,4/2/12,16,253.077,
2012,4/2/12,17,281.635,
2012,4/2/12,18,303.554,
2012,4/2/12,19,300.939,
2012,4/2/12,20,275.356,
2012,4/2/12,21,269.09,
2012,4/2/12,22,247.755,
2012,4/2/12,23,272.376,
2012,4/2/12,24,280.926,
2012,4/3/12,01,250.312,
2012,4/3/12,02,225.989,
2012,4/3/12,03,216.647,
2012,4/3/12,04,220.94,
2012,4/3/12,05,229.947,
2012,4/3/12,06,265.544,
2012,4/3/12,07,286.581,
2012,4/3/12,08,276.271,
2012,4/3/12,09,312.617,
2012,4/3/12,10,335.625,
2012,4/3/12,11,329.956,
2012,4/3/12,12,345.289,
2012,4/3/12,13,309.389,
2012,4/3/12,14,278.208,
2012,4/3/12,15,269.943,
2012,4/3/12,16,288.427,
2012,4/3/12,17,286.882,
2012,4/3/12,18,273.671,
2012,4/3/12,19,278.679,
2012,4/3/12,20,286.716,
2012,4/3/12,21,247.265,
2012,4/3/12,22,261.866,
2012,4/3/12,23,236.167,
2012,4/3/12,24,202.928,
2012,4/4/12,01,182.446,
2012,4/4/12,02,168.051,
2012,4/4/12,03,191.429,
2012,4/4/12,04,192.548,
2012,4/4/12,05,213.868,
2012,4/4/12,06,222.06,
2012,4/4/12,07,204.542,
2012,4/4/12,08,195.833,
2012,4/4/12,09,157.055,
2012,4/4/12,10,199.291,
2012,4/4/12,11,239.527,
2012,4/4/12,12,292.917,
2012,4/4/12,13,310.362,
2012,4/4/12,14,336.705,
2012,4/4/12,15,348.781,
2012,4/4/12,16,340.493,
2012,4/4/12,17,319.07,
2012,4/4/12,18,329.044,
2012,4/4/12,19,322.52,
2012,4/4/12,20,281.404,
2012,4/4/12,21,305.189,
2012,4/4/12,22,286.022,
2012,4/4/12,23,293.41,
2012,4/4/12,24,291.169,
2012,4/5/12,01,288.211,
2012,4/5/12,02,322.652,
2012,4/5/12,03,323.784,
2012,4/5/12,04,315.411,
2012,4/5/12,05,334.033,
2012,4/5/12,06,324.73,
2012,4/5/12,07,255.759,
2012,4/5/12,08,238.876,
2012,4/5/12,09,233.025,
2012,4/5/12,10,230.985,
2012,4/5/12,11,224.318,
2012,4/5/12,12,235.791,
2012,4/5/12,13,243.606,
2012,4/5/12,14,245.775,
2012,4/5/12,15,255.903,
2012,4/5/12,16,257.777,
2012,4/5/12,17,252.611,
2012,4/5/12,18,246.322,
2012,4/5/12,19,222.766,
2012,4/5/12,20,195.982,
2012,4/5/12,21,206.635,
2012,4/5/12,22,210.533,
2012,4/5/12,23,231.411,
2012,4/5/12,24,241.37,
2012,4/6/12,01,260.386,
2012,4/6/12,02,211.966,
2012,4/6/12,03,226.006,
2012,4/6/12,04,236.388,
2012,4/6/12,05,240.141,
2012,4/6/12,06,271.174,
2012,4/6/12,07,260.867,
2012,4/6/12,08,253.107,
2012,4/6/12,09,271.035,
2012,4/6/12,10,246.948,
2012,4/6/12,11,233.89,
2012,4/6/12,12,231.196,
2012,4/6/12,13,235.105,
2012,4/6/12,14,234.744,
2012,4/6/12,15,254.386,
2012,4/6/12,16,267.11,
2012,4/6/12,17,274.232,
2012,4/6/12,18,305.959,
2012,4/6/12,19,315.948,
2012,4/6/12,20,249.911,
2012,4/6/12,21,238.699,
2012,4/6/12,22,260.727,
2012,4/6/12,23,238.431,
2012,4/6/12,24,198.806,
2012,4/7/12,01,161.339,
2012,4/7/12,02,141.317,
2012,4/7/12,03,157.546,
2012,4/7/12,04,138.903,
2012,4/7/12,05,134.651,
2012,4/7/12,06,120.101,
2012,4/7/12,07,117.707,
2012,4/7/12,08,119.887,
2012,4/7/12,09,136.562,
2012,4/7/12,10,161.537,
2012,4/7/12,11,176.626,
2012,4/7/12,12,178.515,
2012,4/7/12,13,213.062,
2012,4/7/12,14,231.653,
2012,4/7/12,15,238.777,
2012,4/7/12,16,243.001,
2012,4/7/12,17,214.375,
2012,4/7/12,18,191.322,
2012,4/7/12,19,171.092,
2012,4/7/12,20,143.661,
2012,4/7/12,21,133.362,
2012,4/7/12,22,148.473,
2012,4/7/12,23,137.457,
2012,4/7/12,24,121.232,
2012,4/8/12,01,110.282,
2012,4/8/12,02,94.713,
2012,4/8/12,03,89.872,
2012,4/8/12,04,96.339,
2012,4/8/12,05,105.595,
2012,4/8/12,06,127.108,
2012,4/8/12,07,129.894,
2012,4/8/12,08,118.25,
2012,4/8/12,09,157.081,
2012,4/8/12,10,182.651,
2012,4/8/12,11,220.249,
2012,4/8/12,12,248.549,
2012,4/8/12,13,270.125,
2012,4/8/12,14,280.303,
2012,4/8/12,15,293.136,
2012,4/8/12,16,276.907,
2012,4/8/12,17,268.019,
2012,4/8/12,18,242.922,
2012,4/8/12,19,246.138,
2012,4/8/12,20,227.569,
2012,4/8/12,21,220.252,
2012,4/8/12,22,207.357,
2012,4/8/12,23,198.082,
2012,4/8/12,24,189.849,
2012,4/9/12,01,181.842,
2012,4/9/12,02,164.348,
2012,4/9/12,03,165.036,
2012,4/9/12,04,159.922,
2012,4/9/12,05,166.302,
2012,4/9/12,06,180.411,
2012,4/9/12,07,172.538,
2012,4/9/12,08,152.512,
2012,4/9/12,09,117.042,
2012,4/9/12,10,111.318,
2012,4/9/12,11,119.935,
2012,4/9/12,12,137.965,
2012,4/9/12,13,141.593,
2012,4/9/12,14,153.544,
2012,4/9/12,15,180.431,
2012,4/9/12,16,191.591,
2012,4/9/12,17,201.797,
2012,4/9/12,18,205.796,
2012,4/9/12,19,204.451,
2012,4/9/12,20,181.273,
2012,4/9/12,21,171.543,
2012,4/9/12,22,147.225,
2012,4/9/12,23,117.031,
2012,4/9/12,24,104.4,
2012,4/10/12,01,125.912,
2012,4/10/12,02,155.987,
2012,4/10/12,03,170.685,
2012,4/10/12,04,173.606,
2012,4/10/12,05,176.75,
2012,4/10/12,06,165.278,
2012,4/10/12,07,158.021,
2012,4/10/12,08,140.022,
2012,4/10/12,09,113.511,
2012,4/10/12,10,117.414,
2012,4/10/12,11,115.599,
2012,4/10/12,12,121.441,
2012,4/10/12,13,102.032,
2012,4/10/12,14,80.306,
2012,4/10/12,15,92.192,
2012,4/10/12,16,96.473,
2012,4/10/12,17,98.976,
2012,4/10/12,18,101.759,
2012,4/10/12,19,114.845,
2012,4/10/12,20,84.187,
2012,4/10/12,21,79.068,
2012,4/10/12,22,77.045,
2012,4/10/12,23,71.783,
2012,4/10/12,24,50.053,
2012,4/11/12,01,54.593,
2012,4/11/12,02,42.327,
2012,4/11/12,03,36.15,
2012,4/11/12,04,32.218,
2012,4/11/12,05,28.896,
2012,4/11/12,06,29.567,
2012,4/11/12,07,26.155,
2012,4/11/12,08,15.98,
2012,4/11/12,09,7.315,
2012,4/11/12,10,3.743,
2012,4/11/12,11,4.133,
2012,4/11/12,12,4.461,
2012,4/11/12,13,5.432,
2012,4/11/12,14,6.838,
2012,4/11/12,15,12.448,
2012,4/11/12,16,18.085,
2012,4/11/12,17,15.963,
2012,4/11/12,18,20.047,
2012,4/11/12,19,40.553,
2012,4/11/12,20,61.631,
2012,4/11/12,21,96.851,
2012,4/11/12,22,88.326,
2012,4/11/12,23,86.805,
2012,4/11/12,24,102.477,
2012,4/12/12,01,77.31,
2012,4/12/12,02,76.168,
2012,4/12/12,03,89.231,
2012,4/12/12,04,103.818,
2012,4/12/12,05,97.761,
2012,4/12/12,06,100.295,
2012,4/12/12,07,102.388,
2012,4/12/12,08,92.244,
2012,4/12/12,09,71.242,
2012,4/12/12,10,62.077,
2012,4/12/12,11,78.742,
2012,4/12/12,12,83.575,
2012,4/12/12,13,98.623,
2012,4/12/12,14,113.409,
2012,4/12/12,15,118.309,
2012,4/12/12,16,106.935,
2012,4/12/12,17,116.633,
2012,4/12/12,18,71.446,
2012,4/12/12,19,51.741,
2012,4/12/12,20,52.598,
2012,4/12/12,21,55.968,
2012,4/12/12,22,51.24,
2012,4/12/12,23,44.551,
2012,4/12/12,24,36.928,
2012,4/13/12,01,34.734,
2012,4/13/12,02,27.938,
2012,4/13/12,03,24.422,
2012,4/13/12,04,24.717,
2012,4/13/12,05,31.615,
2012,4/13/12,06,39.023,
2012,4/13/12,07,62.335,
2012,4/13/12,08,85.414,
2012,4/13/12,09,73.923,
2012,4/13/12,10,85.672,
2012,4/13/12,11,133.945,
2012,4/13/12,12,134.387,
2012,4/13/12,13,144.456,
2012,4/13/12,14,151.154,
2012,4/13/12,15,185.723,
2012,4/13/12,16,216.23,
2012,4/13/12,17,229.282,
2012,4/13/12,18,249.823,
2012,4/13/12,19,238.283,
2012,4/13/12,20,217.596,
2012,4/13/12,21,243.638,
2012,4/13/12,22,272.627,
2012,4/13/12,23,294.129,
2012,4/13/12,24,281.357,
2012,4/14/12,01,256.575,
2012,4/14/12,02,223.68,
2012,4/14/12,03,189.371,
2012,4/14/12,04,143.726,
2012,4/14/12,05,141.868,
2012,4/14/12,06,140.971,
2012,4/14/12,07,163.833,
2012,4/14/12,08,167.079,
2012,4/14/12,09,155.931,
2012,4/14/12,10,185.025,
2012,4/14/12,11,254.086,
2012,4/14/12,12,291.751,
2012,4/14/12,13,290.507,
2012,4/14/12,14,256.381,
2012,4/14/12,15,235.107,
2012,4/14/12,16,224.931,
2012,4/14/12,17,178.987,
2012,4/14/12,18,147.589,
2012,4/14/12,19,138.084,
2012,4/14/12,20,145.524,
2012,4/14/12,21,128.627,
2012,4/14/12,22,108.059,
2012,4/14/12,23,63.535,
2012,4/14/12,24,53.52,
2012,4/15/12,01,55.829,
2012,4/15/12,02,67.33,
2012,4/15/12,03,64.058,
2012,4/15/12,04,62.292,
2012,4/15/12,05,70.29,
2012,4/15/12,06,67.002,
2012,4/15/12,07,60.553,
2012,4/15/12,08,52.018,
2012,4/15/12,09,46.436,
2012,4/15/12,10,49.556,
2012,4/15/12,11,40.041,
2012,4/15/12,12,65.107,
2012,4/15/12,13,90.872,
2012,4/15/12,14,99.907,
2012,4/15/12,15,134.832,
2012,4/15/12,16,148.985,
2012,4/15/12,17,118.792,
2012,4/15/12,18,105.976,
2012,4/15/12,19,88.542,
2012,4/15/12,20,92.028,
2012,4/15/12,21,96.999,
2012,4/15/12,22,102.497,
2012,4/15/12,23,99.64,
2012,4/15/12,24,77.888,
2012,4/16/12,01,79.267,
2012,4/16/12,02,79.973,
2012,4/16/12,03,77.844,
2012,4/16/12,04,87.257,
2012,4/16/12,05,97.539,
2012,4/16/12,06,113.473,
2012,4/16/12,07,112.012,
2012,4/16/12,08,107.163,
2012,4/16/12,09,79.297,
2012,4/16/12,10,49.99,
2012,4/16/12,11,35.703,
2012,4/16/12,12,60.657,
2012,4/16/12,13,107.788,
2012,4/16/12,14,151.792,
2012,4/16/12,15,212.98,
2012,4/16/12,16,215.878,
2012,4/16/12,17,221.149,
2012,4/16/12,18,208.762,
2012,4/16/12,19,208.018,
2012,4/16/12,20,185.363,
2012,4/16/12,21,205.553,
2012,4/16/12,22,221.765,
2012,4/16/12,23,235.458,
2012,4/16/12,24,247.999,
2012,4/17/12,01,246.413,
2012,4/17/12,02,244.691,
2012,4/17/12,03,250.113,
2012,4/17/12,04,232.839,
2012,4/17/12,05,241.547,
2012,4/17/12,06,214.391,
2012,4/17/12,07,242.149,
2012,4/17/12,08,223.409,
2012,4/17/12,09,233.01,
2012,4/17/12,10,210.056,
2012,4/17/12,11,200.098,
2012,4/17/12,12,207.232,
2012,4/17/12,13,212.966,
2012,4/17/12,14,215.317,
2012,4/17/12,15,222.545,
2012,4/17/12,16,257.052,
2012,4/17/12,17,289.675,
2012,4/17/12,18,291.099,
2012,4/17/12,19,298.615,
2012,4/17/12,20,317.273,
2012,4/17/12,21,327.705,
2012,4/17/12,22,330.25,
2012,4/17/12,23,336.159,
2012,4/17/12,24,304.448,
2012,4/18/12,01,255.731,
2012,4/18/12,02,207.214,
2012,4/18/12,03,203.73,
2012,4/18/12,04,222.865,
2012,4/18/12,05,219.222,
2012,4/18/12,06,207.375,
2012,4/18/12,07,167.19,
2012,4/18/12,08,112.386,
2012,4/18/12,09,133.332,
2012,4/18/12,10,104.876,
2012,4/18/12,11,79.843,
2012,4/18/12,12,59.454,
2012,4/18/12,13,36.013,
2012,4/18/12,14,27.619,
2012,4/18/12,15,22.828,
2012,4/18/12,16,17.785,
2012,4/18/12,17,17.467,
2012,4/18/12,18,15.949,
2012,4/18/12,19,9.809,
2012,4/18/12,20,12.693,
2012,4/18/12,21,33.648,
2012,4/18/12,22,49.187,
2012,4/18/12,23,61.155,
2012,4/18/12,24,79.53,
2012,4/19/12,01,79.836,
2012,4/19/12,02,72.708,
2012,4/19/12,03,69.661,
2012,4/19/12,04,61.181,
2012,4/19/12,05,67.162,
2012,4/19/12,06,69.674,
2012,4/19/12,07,69.94,
2012,4/19/12,08,43.156,
2012,4/19/12,09,19.706,
2012,4/19/12,10,20.122,
2012,4/19/12,11,23.155,
2012,4/19/12,12,21.033,
2012,4/19/12,13,29.809,
2012,4/19/12,14,38.144,
2012,4/19/12,15,45.224,
2012,4/19/12,16,56.505,
2012,4/19/12,17,79.483,
2012,4/19/12,18,106.303,
2012,4/19/12,19,108.599,
2012,4/19/12,20,100.757,
2012,4/19/12,21,106.979,
2012,4/19/12,22,133.948,
2012,4/19/12,23,154.804,
2012,4/19/12,24,150.074,
2012,4/20/12,01,154.657,
2012,4/20/12,02,157.542,
2012,4/20/12,03,152.84,
2012,4/20/12,04,147.137,
2012,4/20/12,05,121.321,
2012,4/20/12,06,91.213,
2012,4/20/12,07,66.255,
2012,4/20/12,08,33.455,
2012,4/20/12,09,15.616,
2012,4/20/12,10,14.939,
2012,4/20/12,11,36.256,
2012,4/20/12,12,53.693,
2012,4/20/12,13,91.398,
2012,4/20/12,14,84.858,
2012,4/20/12,15,75.983,
2012,4/20/12,16,76.603,
2012,4/20/12,17,107.282,
2012,4/20/12,18,113.587,
2012,4/20/12,19,124.088,
2012,4/20/12,20,140.655,
2012,4/20/12,21,188.345,
2012,4/20/12,22,206.961,
2012,4/20/12,23,208.717,
2012,4/20/12,24,208.494,
2012,4/21/12,01,240.574,
2012,4/21/12,02,241.804,
2012,4/21/12,03,239.803,
2012,4/21/12,04,232.733,
2012,4/21/12,05,227.354,
2012,4/21/12,06,215.998,
2012,4/21/12,07,195.424,
2012,4/21/12,08,170.94,
2012,4/21/12,09,124.198,
2012,4/21/12,10,97.908,
2012,4/21/12,11,78.399,
2012,4/21/12,12,72.702,
2012,4/21/12,13,70.992,
2012,4/21/12,14,76.704,
2012,4/21/12,15,86.93,
2012,4/21/12,16,110.584,
2012,4/21/12,17,111.209,
2012,4/21/12,18,139.08,
2012,4/21/12,19,140.624,
2012,4/21/12,20,150.791,
2012,4/21/12,21,113.865,
2012,4/21/12,22,124.458,
2012,4/21/12,23,113.725,
2012,4/21/12,24,109.263,
2012,4/22/12,01,143.369,
2012,4/22/12,02,128.932,
2012,4/22/12,03,119.444,
2012,4/22/12,04,91.716,
2012,4/22/12,05,130.364,
2012,4/22/12,06,94.179,
2012,4/22/12,07,82.169,
2012,4/22/12,08,74.903,
2012,4/22/12,09,81.727,
2012,4/22/12,10,66.076,
2012,4/22/12,11,57.166,
2012,4/22/12,12,57.591,
2012,4/22/12,13,68.937,
2012,4/22/12,14,78.564,
2012,4/22/12,15,89.865,
2012,4/22/12,16,102.023,
2012,4/22/12,17,106.123,
2012,4/22/12,18,134.053,
2012,4/22/12,19,167.747,
2012,4/22/12,20,194.712,
2012,4/22/12,21,205.65,
2012,4/22/12,22,182.582,
2012,4/22/12,23,183.763,
2012,4/22/12,24,177.787,
2012,4/23/12,01,179.242,
2012,4/23/12,02,178.601,
2012,4/23/12,03,174.496,
2012,4/23/12,04,159.057,
2012,4/23/12,05,165.018,
2012,4/23/12,06,171.603,
2012,4/23/12,07,186.503,
2012,4/23/12,08,210.944,
2012,4/23/12,09,239.563,
2012,4/23/12,10,280.23,
2012,4/23/12,11,290.77,
2012,4/23/12,12,281.707,
2012,4/23/12,13,268.132,
2012,4/23/12,14,258.58,
2012,4/23/12,15,238.929,
2012,4/23/12,16,238.402,
2012,4/23/12,17,236.752,
2012,4/23/12,18,251.378,
2012,4/23/12,19,247.88,
2012,4/23/12,20,247.752,
2012,4/23/12,21,257.415,
2012,4/23/12,22,276.699,
2012,4/23/12,23,291.657,
2012,4/23/12,24,262.993,
2012,4/24/12,01,261.41,
2012,4/24/12,02,244.21,
2012,4/24/12,03,230.583,
2012,4/24/12,04,270.848,
2012,4/24/12,05,235.241,
2012,4/24/12,06,193.309,
2012,4/24/12,07,201.694,
2012,4/24/12,08,233.556,
2012,4/24/12,09,266.354,
2012,4/24/12,10,285.718,
2012,4/24/12,11,291.67,
2012,4/24/12,12,304.143,
2012,4/24/12,13,301.403,
2012,4/24/12,14,300.433,
2012,4/24/12,15,301.632,
2012,4/24/12,16,280.86,
2012,4/24/12,17,255.015,
2012,4/24/12,18,207.02,
2012,4/24/12,19,170.856,
2012,4/24/12,20,163.206,
2012,4/24/12,21,182.311,
2012,4/24/12,22,202.944,
2012,4/24/12,23,204.869,
2012,4/24/12,24,189.922,
2012,4/25/12,01,173.182,
2012,4/25/12,02,171.207,
2012,4/25/12,03,138.347,
2012,4/25/12,04,138.12,
2012,4/25/12,05,136.805,
2012,4/25/12,06,134.322,
2012,4/25/12,07,114.76,
2012,4/25/12,08,101.406,
2012,4/25/12,09,86.715,
2012,4/25/12,10,148.142,
2012,4/25/12,11,183.648,
2012,4/25/12,12,183.914,
2012,4/25/12,13,155.613,
2012,4/25/12,14,136.726,
2012,4/25/12,15,142.712,
2012,4/25/12,16,161.411,
2012,4/25/12,17,150.514,
2012,4/25/12,18,146.049,
2012,4/25/12,19,98.115,
2012,4/25/12,20,106.421,
2012,4/25/12,21,133.572,
2012,4/25/12,22,122.768,
2012,4/25/12,23,147.713,
2012,4/25/12,24,152.848,
2012,4/26/12,01,146.363,
2012,4/26/12,02,126.541,
2012,4/26/12,03,137.681,
2012,4/26/12,04,123.986,
2012,4/26/12,05,108.776,
2012,4/26/12,06,90.55,
2012,4/26/12,07,78.412,
2012,4/26/12,08,56.009,
2012,4/26/12,09,32.609,
2012,4/26/12,10,21.19,
2012,4/26/12,11,26.046,
2012,4/26/12,12,40.993,
2012,4/26/12,13,39.781,
2012,4/26/12,14,51.881,
2012,4/26/12,15,74.232,
2012,4/26/12,16,93.484,
2012,4/26/12,17,115.621,
2012,4/26/12,18,155.552,
2012,4/26/12,19,172.453,
2012,4/26/12,20,196.208,
2012,4/26/12,21,207.991,
2012,4/26/12,22,185.383,
2012,4/26/12,23,154.491,
2012,4/26/12,24,129.719,
2012,4/27/12,01,139.266,
2012,4/27/12,02,101.584,
2012,4/27/12,03,103.444,
2012,4/27/12,04,118.843,
2012,4/27/12,05,140.113,
2012,4/27/12,06,166.792,
2012,4/27/12,07,242.645,
2012,4/27/12,08,255.215,
2012,4/27/12,09,263.417,
2012,4/27/12,10,265.408,
2012,4/27/12,11,284.806,
2012,4/27/12,12,302.413,
2012,4/27/12,13,345.127,
2012,4/27/12,14,330.372,
2012,4/27/12,15,309.672,
2012,4/27/12,16,318.035,
2012,4/27/12,17,293.689,
2012,4/27/12,18,300.768,
2012,4/27/12,19,303.833,
2012,4/27/12,20,303.095,
2012,4/27/12,21,292.821,
2012,4/27/12,22,297.754,
2012,4/27/12,23,251.09,
2012,4/27/12,24,281.743,
2012,4/28/12,01,284.516,
2012,4/28/12,02,212.215,
2012,4/28/12,03,237.076,
2012,4/28/12,04,280.519,
2012,4/28/12,05,271.321,
2012,4/28/12,06,270.024,
2012,4/28/12,07,281.338,
2012,4/28/12,08,280.06,
2012,4/28/12,09,283.214,
2012,4/28/12,10,267.586,
2012,4/28/12,11,278.97,
2012,4/28/12,12,274.927,
2012,4/28/12,13,290.406,
2012,4/28/12,14,305.152,
2012,4/28/12,15,319.367,
2012,4/28/12,16,324.169,
2012,4/28/12,17,319.001,
2012,4/28/12,18,324.882,
2012,4/28/12,19,315.921,
2012,4/28/12,20,287.959,
2012,4/28/12,21,273.715,
2012,4/28/12,22,234.893,
2012,4/28/12,23,233.195,
2012,4/28/12,24,239.442,
2012,4/29/12,01,243.941,
2012,4/29/12,02,199.556,
2012,4/29/12,03,173.535,
2012,4/29/12,04,183.435,
2012,4/29/12,05,185.174,
2012,4/29/12,06,207.677,
2012,4/29/12,07,213.334,
2012,4/29/12,08,224.299,
2012,4/29/12,09,282.078,
2012,4/29/12,10,299.334,
2012,4/29/12,11,313.532,
2012,4/29/12,12,312.356,
2012,4/29/12,13,327.095,
2012,4/29/12,14,331.574,
2012,4/29/12,15,339.022,
2012,4/29/12,16,347.483,
2012,4/29/12,17,347.552,
2012,4/29/12,18,348.102,
2012,4/29/12,19,338.449,
2012,4/29/12,20,321.744,
2012,4/29/12,21,312.309,
2012,4/29/12,22,301.293,
2012,4/29/12,23,301.883,
2012,4/29/12,24,289.032,
2012,4/30/12,01,279.829,
2012,4/30/12,02,254.895,
2012,4/30/12,03,252.074,
2012,4/30/12,04,230.325,
2012,4/30/12,05,191.873,
2012,4/30/12,06,149.529,
2012,4/30/12,07,122.825,
2012,4/30/12,08,78.527,
2012,4/30/12,09,63.004,
2012,4/30/12,10,64.695,
2012,4/30/12,11,64.817,
2012,4/30/12,12,72.821,
2012,4/30/12,13,89.291,
2012,4/30/12,14,90.364,
2012,4/30/12,15,80.109,
2012,4/30/12,16,56.792,
2012,4/30/12,17,30.869,
2012,4/30/12,18,11.997,
2012,4/30/12,19,5.715,
2012,4/30/12,20,7.615,
2012,4/30/12,21,15.142,
2012,4/30/12,22,39.406,
2012,4/30/12,23,64.11,
2012,4/30/12,24,82.867,
2012,5/1/12,01,80.542,
2012,5/1/12,02,82.365,
2012,5/1/12,03,94.257,
2012,5/1/12,04,125.594,
2012,5/1/12,05,122.078,
2012,5/1/12,06,126.387,
2012,5/1/12,07,136.168,
2012,5/1/12,08,145.97,
2012,5/1/12,09,161.346,
2012,5/1/12,10,158.789,
2012,5/1/12,11,148.648,
2012,5/1/12,12,159.713,
2012,5/1/12,13,159.718,
2012,5/1/12,14,134.932,
2012,5/1/12,15,125.619,
2012,5/1/12,16,102.044,
2012,5/1/12,17,86.468,
2012,5/1/12,18,79.274,
2012,5/1/12,19,68.717,
2012,5/1/12,20,64.494,
2012,5/1/12,21,56.675,
2012,5/1/12,22,48.57,
2012,5/1/12,23,45.019,
2012,5/1/12,24,38.651,
2012,5/2/12,01,48.866,
2012,5/2/12,02,39.222,
2012,5/2/12,03,32.227,
2012,5/2/12,04,24.337,
2012,5/2/12,05,20.727,
2012,5/2/12,06,15.564,
2012,5/2/12,07,5.571,
2012,5/2/12,08,5.828,
2012,5/2/12,09,5.812,
2012,5/2/12,10,7.194,
2012,5/2/12,11,9.509,
2012,5/2/12,12,8.355,
2012,5/2/12,13,7.46,
2012,5/2/12,14,4.963,
2012,5/2/12,15,8.356,
2012,5/2/12,16,10.296,
2012,5/2/12,17,7.667,
2012,5/2/12,18,11.028,
2012,5/2/12,19,14.804,
2012,5/2/12,20,22.314,
2012,5/2/12,21,40.192,
2012,5/2/12,22,55.21,
2012,5/2/12,23,61.201,
2012,5/2/12,24,66.432,
2012,5/3/12,01,59.796,
2012,5/3/12,02,74.34,
2012,5/3/12,03,62.607,
2012,5/3/12,04,57.035,
2012,5/3/12,05,43.272,
2012,5/3/12,06,31.785,
2012,5/3/12,07,37.102,
2012,5/3/12,08,35.075,
2012,5/3/12,09,21.999,
2012,5/3/12,10,13.431,
2012,5/3/12,11,6.211,
2012,5/3/12,12,5.443,
2012,5/3/12,13,6.256,
2012,5/3/12,14,2.211,
2012,5/3/12,15,0.409,
2012,5/3/12,16,1.214,
2012,5/3/12,17,0.881,
2012,5/3/12,18,12.558,
2012,5/3/12,19,26.14,
2012,5/3/12,20,26.638,
2012,5/3/12,21,33.767,
2012,5/3/12,22,42.486,
2012,5/3/12,23,51.908,
2012,5/3/12,24,53.478,
2012,5/4/12,01,47.424,
2012,5/4/12,02,32.474,
2012,5/4/12,03,38.822,
2012,5/4/12,04,40.361,
2012,5/4/12,05,44.257,
2012,5/4/12,06,50.659,
2012,5/4/12,07,49.304,
2012,5/4/12,08,45.34,
2012,5/4/12,09,42.596,
2012,5/4/12,10,35.534,
2012,5/4/12,11,36.109,
2012,5/4/12,12,41.117,
2012,5/4/12,13,37.276,
2012,5/4/12,14,40.821,
2012,5/4/12,15,54.099,
2012,5/4/12,16,48.337,
2012,5/4/12,17,28.866,
2012,5/4/12,18,27.154,
2012,5/4/12,19,27.421,
2012,5/4/12,20,34.427,
2012,5/4/12,21,30.051,
2012,5/4/12,22,30.942,
2012,5/4/12,23,33.471,
2012,5/4/12,24,35.311,
2012,5/5/12,01,45.436,
2012,5/5/12,02,49.807,
2012,5/5/12,03,72.242,
2012,5/5/12,04,95.257,
2012,5/5/12,05,107.737,
2012,5/5/12,06,112.999,
2012,5/5/12,07,113.232,
2012,5/5/12,08,73.129,
2012,5/5/12,09,64.43,
2012,5/5/12,10,38.493,
2012,5/5/12,11,39.742,
2012,5/5/12,12,56.427,
2012,5/5/12,13,75.626,
2012,5/5/12,14,81.248,
2012,5/5/12,15,68.276,
2012,5/5/12,16,61.492,
2012,5/5/12,17,55.825,
2012,5/5/12,18,51.48,
2012,5/5/12,19,49.07,
2012,5/5/12,20,73.245,
2012,5/5/12,21,108.745,
2012,5/5/12,22,115.022,
2012,5/5/12,23,106.63,
2012,5/5/12,24,82.882,
2012,5/6/12,01,76.171,
2012,5/6/12,02,66.847,
2012,5/6/12,03,63.224,
2012,5/6/12,04,64.076,
2012,5/6/12,05,62.087,
2012,5/6/12,06,44.879,
2012,5/6/12,07,37.719,
2012,5/6/12,08,16.474,
2012,5/6/12,09,10.08,
2012,5/6/12,10,16.609,
2012,5/6/12,11,18.821,
2012,5/6/12,12,18.782,
2012,5/6/12,13,22.793,
2012,5/6/12,14,34.358,
2012,5/6/12,15,30.746,
2012,5/6/12,16,36.297,
2012,5/6/12,17,41.574,
2012,5/6/12,18,47.156,
2012,5/6/12,19,41.962,
2012,5/6/12,20,41.044,
2012,5/6/12,21,67.696,
2012,5/6/12,22,71.758,
2012,5/6/12,23,73.112,
2012,5/6/12,24,67.42,
2012,5/7/12,01,61.879,
2012,5/7/12,02,60.421,
2012,5/7/12,03,46.288,
2012,5/7/12,04,38.906,
2012,5/7/12,05,32.179,
2012,5/7/12,06,29.862,
2012,5/7/12,07,22.534,
2012,5/7/12,08,6.945,
2012,5/7/12,09,1.02,
2012,5/7/12,10,3.647,
2012,5/7/12,11,8.39,
2012,5/7/12,12,8.408,
2012,5/7/12,13,9.601,
2012,5/7/12,14,9.419,
2012,5/7/12,15,9.466,
2012,5/7/12,16,8.858,
2012,5/7/12,17,6.964,
2012,5/7/12,18,10.454,
2012,5/7/12,19,26.83,
2012,5/7/12,20,55.065,
2012,5/7/12,21,78.636,
2012,5/7/12,22,122.011,
2012,5/7/12,23,128.192,
2012,5/7/12,24,156.294,
2012,5/8/12,01,160.176,
2012,5/8/12,02,164.609,
2012,5/8/12,03,171.656,
2012,5/8/12,04,151.808,
2012,5/8/12,05,104.9,
2012,5/8/12,06,173.189,
